215720285	剑河	7.0	2014-10-24	爱情,剧情,动作	中国大陆	国语	1小时32分钟	陶明喜	梁小龙 李炳渊 陈之辉 崔煜林 高利虹 陈超 王千友 国文学 陈市 王飞鸿 瑶东方 陈珠珠 王靖绮 冯廷华 马洪虎 吴娅琼 曹帅
213464327	狙击时刻	6.0	2014-10-24	悬疑,动作,犯罪	中国大陆	国语/英语	1小时26分钟	杨江	杨钧丞  梦丽 马强 冉天 王仲欣 宋洋
211814038	不能说的夏天	7.5	2014-10-24	剧情,爱情	中国大陆,中国台湾	国语	1小时50分钟	王维明	郭采洁 黄远 戴立忍 徐若瑄 周幼婷 贾静雯 柯素云 赖琳恩
208304086	超体	7.9	2014-10-24	动作,科幻	法国	英语/国语/韩语/法语	1小时29分钟	吕克·贝松	斯嘉丽·约翰逊 摩根·弗里曼 崔岷植 阿马尔·维克德 乔汗·菲利普·阿斯巴克 安娜丽·提普顿 朱利安·林希德.图特 李淳
219841524	飞鱼秀	9.7	2014-10-23	纪录片	中国大陆	国语	1小时19分钟	孙虹	
211753469	深夜前的五分钟	7.1	2014-10-23	爱情,悬疑	中国大陆,日本	国语	2小时7分钟	行定勋	刘诗诗 三浦春马 张孝全 余娅 王志华 牛犇 张一白
211602762	宙斯之子：赫拉克勒斯	8.0	2014-10-21	冒险,动作	美国	英语	1小时38分钟	布莱特·拉特纳	道恩·强森 伊恩·麦柯肖恩 约翰·赫特 卢夫斯·塞维尔 阿卡塞尔·亨涅 英格丽德·波尔索·贝达尔 罗伯特·梅耶 约瑟夫·费因斯
215886799	毕业那年：分手季	4.6	2014-10-17	爱情,剧情,喜剧	中国大陆	国语	1小时30分钟	姚宇	顾莉雅 魏一  许凝 章小军 吉飞龙 郑毓芝 马军勤 王洁实 吴海燕
211814608	北回归线	7.0	2014-10-17	爱情,喜剧	中国大陆	国语	1小时40分钟	郭爽 冯媛	李治廷 黄龄 吴昕 孙浩辰 刘倬廷 王小山 吴昕 崔宝月 刘磊 周纬 张艺泷 黄龄 蔡鹭
208460016	等一个人咖啡	7.6	2014-10-17	爱情,喜剧	中国台湾	国语	1小时59分钟	江金霖	赖雅妍 宋芸桦 布鲁斯 张立昂 蓝心湄 李羅 周慧敏
206674966	卧龙岗	7.0	2014-10-17	喜剧,悬疑	中国大陆	国语	1小时23分钟	雪村	雪村 俞晴 英达 翁虹 林雪 朱洁 秦学士 牛萌萌
170273505	诡替身	4.0	2014-10-17	惊悚,恐怖	中国大陆	国语	1小时31分钟	李锦航	覃文静 马文龙 邱璐璠 王伟 王子强 周翔 母华常隆 余浩瑞 李承峰
30490107	蓝色骨头	7.2	2014-10-17	音乐,剧情	中国大陆	国语	1小时40分钟	崔健	倪虹洁 赵有亮 尹昉 黄轩 黄幻 果静林 雷汉 陶冶 毛阿敏
218243125	深情约定	7.0	2014-10-16	剧情	中国大陆	国语	1小时35分钟	大飞	廖智 苗皓钧 陈浩然 周浩东 孙桂田 韩三明
51622645	房车奇遇	7.0	2014-10-14	爱情,喜剧	中国大陆	国语	1小时42分钟	路阳	连凯 熊乃瑾 马元 朱丹 刘芸 林雪
